Localidad;Tipo de propiedad;Direccion
CHAPINERO;EDIFICIO;KR11#82-76 AVENIDA 82 Bogota Colombia
CHAPINERO;EDIFICIO;CL85#9-39 VIAMONTE Bogota Colombia
CHAPINERO;EDIFICIO;CL61#7-18 CALLE 61-7 Bogota Colombia
CHAPINERO;EDIFICIO MULTIFAMILIAR;CL81#9-63 LA 81 Bogota Colombia
CHAPINERO;EDIFICIO;TV23#97-73  CITY BUSINESS PRIMERA ETAPA  Bogota Colombia
CHAPINERO;EDIFICIO;CL79#10-11 NOGAL 79 Bogota Colombia
CHAPINERO;EDIFICIO;CL49#3C-20 MONTECARLO VILLAGE Bogota Colombia
CHAPINERO;EDIFICIO;KR4#59-81 MAYRA CAROLINA Bogota Colombia
CHAPINERO;EDIFICIO;KR7#72-28 EDIFICIO AVENIDA DE CHILE PROPIEDAD HORIZONTAL Bogota Colombia
CHAPINERO;EDIFICIO;CL79A#7A-66 CALLE 79 A Bogota Colombia
CHAPINERO;EDIFICIO;KR7#66-10 TORRE PANORAMA Bogota Colombia
CHAPINERO;EDIFICIO;CL79#9-67 EL ALCAZAR DEL NOGAL Bogota Colombia
CHAPINERO;EDIFICIO;KR16#93-38 CHICO 93 Bogota Colombia
CHAPINERO;EDIFICIO;CL65#3B-38  JIBACOA  Bogota Colombia
CHAPINERO;EDIFICIO;KR17#88-36 SANTA CLARA Bogota Colombia
CHAPINERO;EDIFICIO;KR13#86A-69 LA MAISON CABRERA Bogota Colombia
CHAPINERO;EDIFICIO;KR13#89-23 EL PINAR DEL CHICO Bogota Colombia
CHAPINERO;EDIFICIO;KR10#53-61 SANTA ANA Bogota Colombia
CHAPINERO;EDIFICIO;KR19#86A-11/21 CLUB COUNTRY Bogota Colombia
CHAPINERO;CENTRO COMERCIAL;KR15#72-62 INNOVAR Bogota Colombia
CHAPINERO;EDIFICIO;  calle 90 #16-56 TORRE 90 Bogota Colombia
CHAPINERO;EDIFICIO;AK45#93-24 LOS ALISOS Bogota Colombia
CHAPINERO;AGRUPACIÓN MULTIFAMILIAR;CL78#7-79 LOS CACIQUES TORRE A Bogota Colombia
CHAPINERO;EDIFICIO;CL45#9-42 PALERMO 45 PROPIEDAD HORIZONTAL  Bogota Colombia
CHAPINERO;EDIFICIO;KR1A#76A-72 NORESTE 76 Bogota Colombia
CHAPINERO;EDIFICIO;CL93#19B-67 BRIDGE 93 Bogota Colombia
CHAPINERO;EDIFICIO;CL93A#13-24 QBO  Bogota Colombia
CHAPINERO;EDIFICIO;CL80#8-10 ZURYA  Bogota Colombia
CHAPINERO;EDIFICIO;KR16A#79-05 OFFICE CLASS  Bogota Colombia
CHAPINERO;EDIFICIO;KR16A#76-89 ALTOS DEL LAGO Bogota Colombia
CHAPINERO;EDIFICIO;CL95#11A-84 PENINSULA CALLE 95 Bogota Colombia
CHAPINERO;EDIFICIO; carrera 16A #86A-79  VIRREY 86A Bogota Colombia
CHAPINERO;EDIFICIO; CALLE 3A#64-16  CAHICA Bogota Colombia
CHAPINERO;EDIFICIO RESIDENCIAL;CL87#12-50 OIKOS 87 Bogota Colombia
CHAPINERO;EDIFICIO;KR16#58A-31 TIVOLI PROPIEDAD HORIZONTAL Bogota Colombia
CHAPINERO;EDIFICIO;DG91#4-20 PANORAMICO Bogota Colombia
CHAPINERO;EDIFICIO;TV1ESTE#57-80 LOS TRES EUCALIPTOS  Bogota Colombia
CHAPINERO;EDIFICIO;AK20#81-54 DON CARLOS Bogota Colombia
CHAPINERO;EDIFICIO;CL97#19-60 PARQUE DE LOS CIPRESES Bogota Colombia
CHAPINERO;EDIFICIO;KR3#74-39 EL ALGARBE Bogota Colombia
CHAPINERO;EDIFICIO;CL86#9-77 LA CABRERA PLAZA Bogota Colombia
CHAPINERO;EDIFICIO;CL67#11-63 LOS ROBLES Bogota Colombia
CHAPINERO;EDIFICIO;CL72#3-07 BASIKA 71 Bogota Colombia
CHAPINERO;EDIFICIO;CL72A#1-83 BASIKA 72 Bogota Colombia
CHAPINERO;EDIFICIO;KR1#70-58 MILAN Bogota Colombia
CHAPINERO;EDIFICIO;KR11#98-07 GREEN OFFICE CORPORATIVO PIJAO Bogota Colombia
CHAPINERO;EDIFICIO;CL93#15-40/42/50/52 TAPIOLA Bogota Colombia
CHAPINERO;EDIFICIO;CL81#5-27 CORBARAQUE Bogota Colombia
CHAPINERO;EDIFICIO;CL71#10-40 ORBE 71 Bogota Colombia
CHAPINERO;EDIFICIO;CL88#9A-44 NEOS VITTRA Bogota Colombia
CHAPINERO;EDIFICIO;KR11#87-51 PORVENIR Bogota Colombia
CHAPINERO;EDIFICIO;AV82#9-86 AVENIDA 82 Bogota Colombia
CHAPINERO;EDIFICIO;CL67#8-12 EL MADRIGAL PROPIEDAD HORIZONTAL Bogota Colombia
CHAPINERO;EDIFICIO;KR7#92A-04 HORIZONTES Bogota Colombia
CHAPINERO;EDIFICIO;KR13#54-55 TORRE SH Bogota Colombia
CHAPINERO;EDIFICIO;KR14#58-58 INFINITUM PROPIEDAD HORIZONTAL Bogota Colombia
CHAPINERO;EDIFICIO;CL94#21-68 SUITE CROWN BUILDING  Bogota Colombia
CHAPINERO;EDIFICIO;CL42#8A-80 SUCRE Bogota Colombia
CHAPINERO;EDIFICIO;CL67#9-72 DON EDUARDO Bogota Colombia
CHAPINERO;EDIFICIO;KR1#84A-71 LUZ MARINA DE MAEZ Bogota Colombia
CHAPINERO;EDIFICIO;CL95#16-11 CHICO 95 Bogota Colombia
CHAPINERO;EDIFICIO;KR1ESTE#70A-13 MIRADOR DE LOS ROSALES Bogota Colombia
CHAPINERO;EDIFICIO;CL62#5-35 ESPACIO PLUS Bogota Colombia
CHAPINERO;EDIFICIO;CL93#19B-66 CENTRO PROFESIONAL 93 Bogota Colombia
CHAPINERO;EDIFICIO;KR9#48-51 UNIDAD MEDICA 48 Bogota Colombia
CHAPINERO;EDIFICIO;TV1E#41-28 LOMALINDA Bogota Colombia
CHAPINERO;CENTRO COMERCIAL;KR7#72A-64 EL CASTILLO  Bogota Colombia
CHAPINERO;CONJUNTO CERRADO;KR3#40-62 MIRAMONTE Bogota Colombia
CHAPINERO;EDIFICIO;KR9#75-50 EDIFICIO CARRERA NOVENA Bogota Colombia
CHAPINERO;EDIFICIO;CL73#10-10 EL DORADO PROPIEDAD HORIZONTAL  Bogota Colombia
CHAPINERO;EDIFICIO;CL75#13-58 CENTRO G Y T CALLE 75 Bogota Colombia
CHAPINERO;EDIFICIO;KR13#44-33/35/37 LA TORRE DE LA FUENTE Bogota Colombia
CHAPINERO;CENTRO COMERCIAL;KR15#78-33 EL LAGO UNILAGO PROPIEDAD HORIZONTAL Bogota Colombia
CHAPINERO;EDIFICIO;CL88#9A-24 88 3 PROPIEDAD HORIZONTAL Bogota Colombia
CHAPINERO;EDIFICIO;CL93B#13-84/92KR14#93B-12/16 CENTRO PROFESIONAL  Bogota Colombia
CHAPINERO;EDIFICIO;CL75#6-62 756 PROPIEDAD HORIZONTAL Bogota Colombia
CHAPINERO;EDIFICIO;CL89#13-57 MAGNOLIO Bogota Colombia
CHAPINERO;EDIFICIO;CL97#21-22 PARQUE NAVARRA  Bogota Colombia
CHAPINERO;EDIFICIO;CL82#9-79 RETIRO 82 Bogota Colombia
CHAPINERO;EDIFICIO;TV23#95-53  ECOTEK CALLE 95 Bogota Colombia
CHAPINERO;EDIFICIO;CL80#9-91 LARES Bogota Colombia
CHAPINERO;EDIFICIO;CL94#9-25 ALAMEDA 94 Bogota Colombia
CHAPINERO;EDIFICIO;KR9#76-49 ING Bogota Colombia
CHAPINERO;EDIFICIO;KR7#64-44 IBSA Bogota Colombia
CHAPINERO;EDIFICIO;CL77#14-46 PERCALES Bogota Colombia
CHAPINERO;EDIFICIO;CL86#7-86 LA CABRERA 86 Bogota Colombia
CHAPINERO;EDIFICIO;CL59#10-02 GAVARD Bogota Colombia
CHAPINERO;EDIFICIO;CL90#19C-32 ANTES EDIFICIO MOBIL HOY BLUE TOWER Bogota Colombia
CHAPINERO;EDIFICIO;CL94A#21-13 SOHO 94 Bogota Colombia
CHAPINERO;EDIFICIO;CL94#11-30 11263 Bogota Colombia
CHAPINERO;EDIFICIO;CL92#10-36 CALLE 92 Bogota Colombia
CHAPINERO;EDIFICIO;KR9A#96-22 VISTA 96 Bogota Colombia
CHAPINERO;EDIFICIO;KR5#60A-41 QUINTA LA SALLE Bogota Colombia
CHAPINERO;EDIFICIO;AC7#81-26 METROPOLITANO Bogota Colombia
CHAPINERO;EDIFICIO;KR8#59-11 ACADEMIA 59  Bogota Colombia
CHAPINERO;EDIFICIO;KR9#84-40 PORTAL DE CERVANTES  Bogota Colombia
CHAPINERO;CONJUNTO RESIDENCIAL;KR4#86A-95 LAS TERRAZAS DEL REFUGIO Bogota Colombia
CHAPINERO;EDIFICIO;KR85#18-12/14KR18#85-15/19 SANCHEZ SANTAMARIA Bogota Colombia
CHAPINERO;EDIFICIO;AK3#59-21 OMEGA 59 Bogota Colombia
CHAPINERO;EDIFICIO;KR4#60A-60 AREZZO 60 Bogota Colombia
CHAPINERO;EDIFICIO;KR18#80-32 CENTRO MEDICO COUNTRY 80 ETAPA 1 Bogota Colombia
CHAPINERO;EDIFICIO;CL70A#5-66 CALLE 70 A Bogota Colombia
CHAPINERO;EDIFICIO MULTIFAMILIAR;CL62#5-07 EDIFICIO VALMY Bogota Colombia
CHAPINERO;EDIFICIO;CL52A#9-72 CHAPINERO 52A Bogota Colombia
CHAPINERO;EDIFICIO;CL44#8-44 MULTIFAMILIAR RUA 45 Bogota Colombia
CHAPINERO;EDIFICIO;CL93A#9A-12 PALO ALTO Bogota Colombia
CHAPINERO;EDIFICIO;KR10#93-86 ENTREPARQUES 93 Bogota Colombia
CHAPINERO;EDIFICIO;KR4A#54-52 BOSQUES DE CHAPINERO Bogota Colombia
CHAPINERO;EDIFICIO;CL99#7A-44 CAPITAL TOWERS Bogota Colombia
CHAPINERO;EDIFICIO;KR8#48-73 STUDIO 49 PROPIEDAD HORIZONTAL  Bogota Colombia
CHAPINERO;EDIFICIO;CL84C#9-73 LOMA SIERRA Bogota Colombia
CHAPINERO;EDIFICIO;CL92#10-40 92 Bogota Colombia
CHAPINERO;EDIFICIO;CL50#8-27 SOMEC Bogota Colombia
CHAPINERO;EDIFICIO MULTIFAMILIAR;CL51A#5-34 KAHLO 51 Bogota Colombia
CHAPINERO;CONJUNTO CLUB RESIDENCIAL;CL91#8-29 PLAZA DE ARCOS Bogota Colombia
CHAPINERO;EDIFICIO;CL93Bis#19-45 LOFT DE LA 93 PIJAO PROPIEDAD HORIZONTAL Bogota Colombia
CHAPINERO;EDIFICIO;CL97#23-37 CENTRO MEDICO DALI Bogota Colombia
CHAPINERO;EDIFICIO;CL54#10-25 SMART LIVING 54 Bogota Colombia
CHAPINERO;EDIFICIO;CL57#6-27/35/39KR7#56-44/52 DE OFICINAS INMERCA Bogota Colombia
CHAPINERO;EDIFICIO;KR19#86A-32 CONSICAL Bogota Colombia
CHAPINERO;EDIFICIO;KR8#75-49 HANCOCK Bogota Colombia
CHAPINERO;EDIFICIO;KR14#76-47 ZULMA Bogota Colombia
CHAPINERO;EDIFICIO;KR17#95-27 ALMARU CHICO Bogota Colombia
CHAPINERO;EDIFICIO;KR19C#86A-70 UNO Y MEDIO PROPIEDAD HORIZONTAL Bogota Colombia
CHAPINERO;EDIFICIO;KR12#79-35 DEL SOL Bogota Colombia
CHAPINERO;EDIFICIO MULTIFAMILIAR;CL65#4A-61 TORRES DE SAN JOAQUIN Bogota Colombia
CHAPINERO;EDIFICIO;KR16#96-30 ATENAS Bogota Colombia
CHAPINERO;EDIFICIO;CL65#11-34 LOURDES CALLE 65 Bogota Colombia
CHAPINERO;EDIFICIO;CL92#13-18 PARKWAY 92 Bogota Colombia
CHAPINERO;EDIFICIO;KR1ESTE#84B-84 SOMOSIERRA Bogota Colombia
CHAPINERO;EDIFICIO;CL97A#7A-24 EGO Bogota Colombia
CHAPINERO;EDIFICIO;KR13#76-12 PRIBAROLI Bogota Colombia
CHAPINERO;EDIFICIO;CL65#5-55 VIVIANA PROPIEDAD HORIZONTAL Bogota Colombia
CHAPINERO;EDIFICIO;AV100#17-01/05/09/25 EL TRIANGULO Bogota Colombia
CHAPINERO;EDIFICIO MULTIFAMILIAR;CL89#7A-14/62YKR8#89-16 SAN SEBASTIAN Bogota Colombia
CHAPINERO;EDIFICIO;KR16A#78-41 OIKOS DEL LAGO PROPIEDAD HORIZONTAL Bogota Colombia
CHAPINERO;EDIFICIO;CL81#7-26 LOS SAUCES PROPIEDAD HORIZONTAL Bogota Colombia
CHAPINERO;EDIFICIO;CL86#19C-12/30 G2 Bogota Colombia
CHAPINERO;EDIFICIO;KR1ESTE#78-44 CERROS 78 Bogota Colombia
CHAPINERO;EDIFICIO;KR4#78-35 IDEM PROPIEDAD HORIZONTAL Bogota Colombia
CHAPINERO;EDIFICIO;KR18#86A-15 SIPHNOS Bogota Colombia
CHAPINERO;EDIFICIO;CL65#10-43 LUZ Bogota Colombia
CHAPINERO;EDIFICIO;TV4#43-87 DON DANILO Bogota Colombia
CHAPINERO;EDIFICIO;KR4#59-91  JULIANA Bogota Colombia
CHAPINERO;EDIFICIO;CL73#7-06 METROPOLITAN TOWER PROPIEDAD HORIZONTAL Bogota Colombia
CHAPINERO;EDIFICIO;CL54#7-43/47 PROVIDENCE Bogota Colombia
CHAPINERO;EDIFICIO;CL71#5-75 PLAZA 71 Bogota Colombia
CHAPINERO;EDIFICIO;CL96#17-69 ORION 96 Bogota Colombia
CHAPINERO;EDIFICIO;KR1#64-61 SEGAL Bogota Colombia
CHAPINERO;EDIFICIO;CL92#19C-84 RENOVART 92 Bogota Colombia
CHAPINERO;EDIFICIO;KR7#80-29 NEOS NOGAL Bogota Colombia
CHAPINERO;EDIFICIO;KR7Bis#94-31 HABITAT Bogota Colombia
CHAPINERO;EDIFICIO;CL43A#9-16 PARQUE 43 Bogota Colombia
CHAPINERO;EDIFICIO;KR19A#90-53 ODONTOESPECIALISTAS  Bogota Colombia
CHAPINERO;EDIFICIO;CL74#10-33 MIRADOR DEL MODERNO Bogota Colombia
CHAPINERO;AGRUPACIÓN DE VIVIENDA;CL93Bis#19-18 CHICO NORTE Bogota Colombia
CHAPINERO;EDIFICIO;CL44#7-82 PALERMO 44 Bogota Colombia
CHAPINERO;EDIFICIO;KR8#46-65 LOS ALCAPARROS Bogota Colombia
CHAPINERO;EDIFICIO;KR18#88-10 CALLE 88 Bogota Colombia
CHAPINERO;EDIFICIO;KR16#94B-45 SAMORE Bogota Colombia
CHAPINERO;EDIFICIO;CL94A#16-50 ITAPARICA PROPIEDAD HORIZONTAL Bogota Colombia
CHAPINERO;EDIFICIO;TV4#43-95 PLAZA JAVERIANA  Bogota Colombia
CHAPINERO;EDIFICIO;KR7#47-83 NANCY LUZ Bogota Colombia
CHAPINERO;EDIFICIO;CL94#16-29/43 AZAHARA CHICO Bogota Colombia
CHAPINERO;EDIFICIO;CL64#7-71 LOURDES CALLE 64 PROPIEDAD HORIZONTAL Bogota Colombia
CHAPINERO;EDIFICIO MULTIFAMILIAR;CL65#11-47 JS Bogota Colombia
CHAPINERO;EDIFICIO;CL86A#11A-62 PARQUE DEL JAPON PROPIEDAD HORIZONTAL Bogota Colombia
CHAPINERO;EDIFICIO;KR16#96-11 CARRERA DIECISEIS NUMERO NOVENTA Y SEIS ONCE Bogota Colombia
CHAPINERO;EDIFICIO;CL65#4A-67 CONDOMINIO CALLE 65 Bogota Colombia
CHAPINERO;EDIFICIO;KR5#86-21 LA TORRE DEL REFUGIO PROPIEDAD HORIZONTAL Bogota Colombia
CHAPINERO;EDIFICIO;KR14#83-47 CALLE 84 Bogota Colombia
CHAPINERO;EDIFICIO;CL61#9A-21 CALLE 61 Bogota Colombia
CHAPINERO;EDIFICIO;KR2A#70-01 70 01  Bogota Colombia
CHAPINERO;EDIFICIO;KR4A#58-15 PARQUE DE PORTUGAL Bogota Colombia
CHAPINERO;EDIFICIO;TV1ESTE#65C-41  CITRUS Bogota Colombia
CHAPINERO;EDIFICIO;CL91A#19-21 CIUDAD DE NEIRA Bogota Colombia
CHAPINERO;EDIFICIO;KR7#50-45  CATALUÑA Bogota Colombia
CHAPINERO;EDIFICIO;KR18#93A-60 CHICO 93 Bogota Colombia
CHAPINERO;EDIFICIO;KR5#57-43 PARQUE 57 PROPIEDAD HORIZONTAL Bogota Colombia
CHAPINERO;EDIFICIO;KR10#94A-48 CHICO 95 Bogota Colombia
CHAPINERO;EDIFICIO;CL92#19B-90 VIVE 92CO  Bogota Colombia
CHAPINERO;EDIFICIO;KR9#97-06 PRATO Bogota Colombia
CHAPINERO;EDIFICIO;KR16A#82-46 UNIDAD MEDICA NUEVA CLINICA DEL COUNTRY Bogota Colombia
CHAPINERO;EDIFICIO;CL91#8-58 LAURA Bogota Colombia
CHAPINERO;EDIFICIO;KR1#86-42 EL REFUGIO DEL CERRO Bogota Colombia
CHAPINERO;EDIFICIO;KR11A#93A-62 ISERCO PROPIEDAD HORIZONTAL Bogota Colombia
CHAPINERO;EDIFICIO;KR16#82-95  UNIDAD MEDICA CLINICA DEL COUNTRY Bogota Colombia
CHAPINERO;AGRUPACIÓN DE VIVIENDA;CL74#6-11  CENTRO RESIDENCIAL EL CASTILLO TORRE 4 Y CENTRO COMERCIAL N. 2 Bogota Colombia
CHAPINERO;EDIFICIO;KR13A#97-82 OFICINAS PARQUE CALLE (97) Bogota Colombia
CHAPINERO;EDIFICIO;KR7#47-34AD ONDINA PH Bogota Colombia
CHAPINERO;EDIFICIO;CL95#8A-05 CALLE 95 Bogota Colombia
CHAPINERO;AGRUPACIÓN;CL74#15-08 COMERCIAL EDIFICIO SILMIKA Bogota Colombia
CHAPINERO;EDIFICIO;KR10#84-50 CALLE 85 Bogota Colombia
CHAPINERO;EDIFICIO;KR15#85-29 CHICALA Bogota Colombia
CHAPINERO;EDIFICIO;KR18#92-22 FUNDACION JAIME Y YOLANDA NUMERO 5 Bogota Colombia
CHAPINERO;EDIFICIO;CL85#19C-12 UNIDAD RESIDENCIAL ARANJUEZ Bogota Colombia
CHAPINERO;EDIFICIO;CL59#4A-23 HUNZA Bogota Colombia
CHAPINERO;EDIFICIO;KR19B#85-54 PRADOS DEL COUNTRY Bogota Colombia
CHAPINERO;EDIFICIO;TV2ESTE#78-57 MANANTIAL PROPIEDAD HORIZONTAL Bogota Colombia
CHAPINERO;EDIFICIO;CL82#19A-29 CARMEL PROPIEDAD HORIZONTAL Bogota Colombia
CHAPINERO;EDIFICIO;KR12#68-22 IBAÃEZ Bogota Colombia
CHAPINERO;EDIFICIO;CL87#12-22 TORRE CALLE 87 PROPIEDAD HORIZONTAL Bogota Colombia
CHAPINERO;EDIFICIO;CL93B#16-08 ICONO 93 Bogota Colombia
CHAPINERO;EDIFICIO;CL91#13-25 VIA SERENA Bogota Colombia
CHAPINERO;EDIFICIO;KR16A#86A-02 MULTIFAMILIAR FEDUR 86A Bogota Colombia
CHAPINERO;EDIFICIO;CL78#8-09 DELUCA  Bogota Colombia
CHAPINERO;EDIFICIO;KR13#86-30 AUTOPISTA Bogota Colombia
CHAPINERO;EDIFICIO;CL54#7-44 INZAR III Bogota Colombia
CHAPINERO;EDIFICIO;TV5#42A-66  CATALUÑA Bogota Colombia
CHAPINERO;EDIFICIO;KR12#79-43 POTOMAC Bogota Colombia
CHAPINERO;EDIFICIO;KR1#69-23/69 TORRES ALTO HORIZONTE Bogota Colombia
CHAPINERO;EDIFICIO;CL92#12-17 CIUDAD DE MANIZALES Bogota Colombia
CHAPINERO;EDIFICIO;CL77#8-24 SUPER UNO Bogota Colombia
CHAPINERO;EDIFICIO;KR15#79-36 LAGO DE CHAPINERO Bogota Colombia
CHAPINERO;EDIFICIO;KR16A#80-94 COUNTRY 82 Bogota Colombia
CHAPINERO;EDIFICIO;KR19#93-52 MESSINA PROPIEDAD HORIZONTAL Bogota Colombia
CHAPINERO;EDIFICIO MULTIFAMILIAR;CL53#4A-06 SG1 Bogota Colombia
CHAPINERO;EDIFICIO;KR15#82-8187/9983-11/27 TORRE ALIANZA Bogota Colombia
CHAPINERO;EDIFICIO;CL90#15-29 DIANA Bogota Colombia
CHAPINERO;EDIFICIO;CL97#23-60 TORRE PROKSOL Bogota Colombia
CHAPINERO;EDIFICIO;CL70A#7-36 LUBI Bogota Colombia
CHAPINERO;EDIFICIO;TV2#67-15 PIEDEMONTE Bogota Colombia
CHAPINERO;EDIFICIO;KR15#95-51 CHICO 95 51 Bogota Colombia
CHAPINERO;EDIFICIO;CL57#13-74  CENTRO DE COMERCIO Y OFICINAS PALMA DORADA Bogota Colombia
CHAPINERO;EDIFICIO;KR7#54-75 LUCY Bogota Colombia
CHAPINERO;EDIFICIO;CL96#12-31 TORRE MARQUIS Bogota Colombia
CHAPINERO;EDIFICIO;CL68#4-62 CALLE 68 PROPIEDAD HORIZONTAL  Bogota Colombia
CHAPINERO;EDIFICIO;KR11A#93A-22 PARQUE 93 Bogota Colombia
CHAPINERO;EDIFICIO;KR19#85-55 BALCONY 85 PROPIEDAD HORIZONTAL Bogota Colombia
CHAPINERO;EDIFICIO;KR7#83-36/40/46 CENTRO SATURNO Bogota Colombia
CHAPINERO;EDIFICIO;KR7#45-19 PINTO GARCIA Bogota Colombia
CHAPINERO;EDIFICIO;KR2ESTE#70A-91 ARIGUANI Bogota Colombia
CHAPINERO;EDIFICIO;KR14#88-09 URAPANES Bogota Colombia
CHAPINERO;EDIFICIO;AK3#58-27 NOVA 58 Bogota Colombia
CHAPINERO;EDIFICIO;AV13#86-10 PASEO DE LOS LIBERTADORES Bogota Colombia
CHAPINERO;EDIFICIO;KR8#64-35 DELTA III Bogota Colombia
CHAPINERO;EDIFICIO;CL96#22-11 AXIS Bogota Colombia
CHAPINERO;EDIFICIO;KR12#79-07 CONVIVIR Bogota Colombia
CHAPINERO;EDIFICIO;KR12#78-51 BALSORA Bogota Colombia
CHAPINERO;EDIFICIO;CL7A#87-68 87X7 Bogota Colombia
CHAPINERO;EDIFICIO;AK14#71-44 LIFE 72 Bogota Colombia
CHAPINERO;EDIFICIO;CL78#9-35 LOS CEREZOS Bogota Colombia
CHAPINERO;EDIFICIO;CL70A#7-82 TORRE DEL SOL Bogota Colombia
CHAPINERO;EDIFICIO;KR7#76-35 QBE CENTRAL DE SEGUROS S.A Bogota Colombia
CHAPINERO;EDIFICIO;CL93B#12-18 PROFESIONALES DE BOLSA PROPIEDAD HORIZONTAL Bogota Colombia
CHAPINERO;EDIFICIO;CL94A#11A-66 CHICO 94A PROPIEDAD HORIZONTAL Bogota Colombia
CHAPINERO;EDIFICIO;CL76#11-68 NOGAL 76 Bogota Colombia
CHAPINERO;EDIFICIO;KR11B#99-54 BANCO TEQUENDAMA Bogota Colombia
CHAPINERO;EDIFICIO;KR14#91-26 HIGUA SEGUNDA ETAPA PROPIEDAD HORIZONTAL Bogota Colombia
CHAPINERO;EDIFICIO;CL65#5-73/77 CHAPINERO Bogota Colombia
CHAPINERO;CONJUNTO RESIDENCIAL;DG57#1-60ESTE CAMINO DEL CASTILLO Bogota Colombia
CHAPINERO;EDIFICIO;KR19B#85-75 COUNTRY VIRREY Bogota Colombia
CHAPINERO;EDIFICIO;TV18#98-54 TUNDAMA CALLE 100 Bogota Colombia
CHAPINERO;EDIFICIO;CL71#13-50 CALLE 71 Bogota Colombia
CHAPINERO;EDIFICIO;KR9#89-40CL89#9-50 CALLE 90 Bogota Colombia
CHAPINERO;EDIFICIO;KR16#82-24 ANDREA Bogota Colombia
CHAPINERO;EDIFICIO;KR8#83-50 EL PINO Bogota Colombia
CHAPINERO;EDIFICIO;CL100#21-57 NATANIA  Bogota Colombia
CHAPINERO;EDIFICIOS MULTIFAMILIARES;CL93#19B-05 CONJUNTO 93 Bogota Colombia
CHAPINERO;EDIFICIO;KR15#99-13ED EDIFICIO COMERCIAL CHICO PLAZA  Bogota Colombia
CHAPINERO;EDIFICIO;KR15#93B-28 EXCELSIOR 93B Bogota Colombia
CHAPINERO;EDIFICIO;KR10#53-66 BONZACA Bogota Colombia
CHAPINERO;EDIFICIO;CL93#11-19  HOTEL PARQUE 93 Bogota Colombia
CHAPINERO;EDIFICIO;KR8#46-34 LA PLAZOLETA Bogota Colombia
CHAPINERO;EDIFICIO;KR2#74-33 BALCONES DEL ESTE Bogota Colombia
CHAPINERO;EDIFICIO;KR17#96-52 RINCON DEL CHICO  Bogota Colombia
CHAPINERO;EDIFICIO;CL98#9A-41 AB PROYECTOS PROPIEDAD HORIZONTAL Bogota Colombia
CHAPINERO;EDIFICIO;KR10#96-22 PINAR 96 Bogota Colombia
CHAPINERO;EDIFICIO;CL66#7-18 VIA 7 Bogota Colombia
CHAPINERO;EDIFICIO;CL50#13-62 PARMA Bogota Colombia
CHAPINERO;EDIFICIO;KR3#74A-24 BASIKA ROSALES Bogota Colombia
CHAPINERO;EDIFICIO;CL82#10-39 APIROS Bogota Colombia
CHAPINERO;EDIFICIO;TV22#98-82 PORTA 100 Bogota Colombia
CHAPINERO;EDIFICIO;CL80#11-49 CALLE 80 Bogota Colombia
CHAPINERO;EDIFICIO;CL49#13-33 CALLE 49 Bogota Colombia
CHAPINERO;EDIFICIO;CL54#7-33 GETSEMANI Bogota Colombia
CHAPINERO;EDIFICIO;CL93#13-45 93X14  Bogota Colombia
CHAPINERO;EDIFICIO;CL82#20-34 OFICINAS CALLE 82 Bogota Colombia
CHAPINERO;EDIFICIO;AK19#95-31 TORRE PLATINO Bogota Colombia
CHAPINERO;EDIFICIO;KR10#72-66 TORRE SCOLA ABOGADOS Bogota Colombia
CHAPINERO;EDIFICIO;KR3#58-03 CALLE 58 Bogota Colombia
CHAPINERO;EDIFICIO;KR7#84-04 BOSQUE DEL RETIRO  Bogota Colombia
CHAPINERO;EDIFICIO;KR13#90-55 CHICO REAL  Bogota Colombia
CHAPINERO;EDIFICIO;CL46#3-60 CALLE 46 Bogota Colombia
CHAPINERO;EDIFICIO;KR13#55-28 CHAPINERO Bogota Colombia
CHAPINERO;EDIFICIO;KR5#75-82 DOMUS 76 Bogota Colombia
CHAPINERO;EDIFICIO;KR4A#67-73 DEL MONTE Bogota Colombia
CHAPINERO;EDIFICIO;CL92#8-43 MAJA Bogota Colombia
CHAPINERO;EDIFICIO;TV18A#97-32 MODERNO CHICO Bogota Colombia
CHAPINERO;EDIFICIO;KR5#54A-35 BRYSON Bogota Colombia
CHAPINERO;EDIFICIO;CL95#10-29 EDIFICIO TORRE SOTTOMAYOR  Bogota Colombia
CHAPINERO;EDIFICIO;KR12#89-33 VILLA 90 Bogota Colombia
CHAPINERO;EDIFICIO;KR19B#85-45 GUASIMAL Bogota Colombia
CHAPINERO;EDIFICIO;KR12#88-43 URIBE Bogota Colombia
CHAPINERO;EDIFICIO;KR3A#57-50 EL CAMPANIL Bogota Colombia
CHAPINERO;EDIFICIO;CL80#10-43 CENTRO DE PROFESIONALES EDIFICIO CALLE 80 Bogota Colombia
CHAPINERO;EDIFICIO;KR10#93B-42 MARIA ADELAIDA Bogota Colombia
CHAPINERO;EDIFICIO;KR11#71-32 APEX Bogota Colombia
CHAPINERO;EDIFICIO;KR21#86A-04 RINCON DEL COUNTRY II Bogota Colombia
CHAPINERO;EDIFICIO;KR11#97-67 EL CACIQUE Bogota Colombia
CHAPINERO;EDIFICIO;KR4B#59-33 TORRES DE CURITI Bogota Colombia
CHAPINERO;EDIFICIO;KR13#56-10 GONZALEZ GALINDO PROPIEDAD HORZONTAL Bogota Colombia
CHAPINERO;EDIFICIO;CL95#14-45 NUEVE 5 OFICINAS Bogota Colombia
