Localidad,Tipo de propiedad,Direccion,latitud,longitud
ENGATIVÁ,CONJUNTO RESIDENCIAL,KR101#82-49 DE LA SUPERMANZANA 6 BOCHICA 3 Bogota Colombia,4.7142966,-74.10977609999999
ENGATIVÁ,EDIFICIO DE VIVIENDA,KR72Bis#74B-32/40 MULTIFAMILIAR ANKARA PROPIEDAD HORIZONTAL Bogota Colombia,4.6910098,-74.0931796
ENGATIVÁ,AGRUPACIÓN DE VIVIENDA,AK72#64H-65 CARACOLI Bogota Colombia,4.682342900000001,-74.0457559
ENGATIVÁ,AGRUPACIÓN DE VIVIENDA,KR68B#78-24 METROPOLIS UNIDAD 23 PH Bogota Colombia,4.710988599999999,-74.072092
ENGATIVÁ,CONJUNTO RESIDENCIAL,KR118#86-35 LOS ARCES ROJOS Bogota Colombia,4.7299107,-74.1183538
ENGATIVÁ,CONJUNTO MULTIFAMILIAR,KR115#89A-31ADAD LOS PIMIENTOS Bogota Colombia,4.7280118,-74.11456919999999
ENGATIVÁ,CONJUNTO,CL87#103C-50 DE USO RESIDENCIAL BOLVIA MANZANA L Bogota Colombia,4.7200381,-74.107463
ENGATIVÁ,UNIDAD RESIDENCIAL,TV85#52C-19 ZONA D LOTE 7 Bogota Colombia,4.6510017,-74.0853465
ENGATIVÁ,propiedad,DG85#85-30  PLAN DE VIVIENDA DOÑA MONICA Bogota Colombia,4.7068916,-74.0962662
ENGATIVÁ,AGRUPACIÓN RESIDENCIAL,CL71B#89-76 ZARZAMORA CAFAM ETAPA 3 Bogota Colombia,4.7489915,-74.1027738
ENGATIVÁ,CONJUNTO RESIDENCIAL,TV73A#82H-21 PADUA Bogota Colombia,45.4105029,11.8782071
ENGATIVÁ,CONJUNTO RESIDENCIAL,KR113#83A-42 LOSARCESAMARILLOS Bogota Colombia,4.7246063,-74.1157741
ENGATIVÁ,EDIFICIO,CL89#85A-33 LOS PINOS  Bogota Colombia,4.7088209,-74.094937
ENGATIVÁ,EDIFICIO,KR70C#55-42ED RESIDENCIAL BIOTAK NORMANDIA Bogota Colombia,4.6958056,-74.09787779999999
ENGATIVÁ,EDIFICIO,AK70#52-59  SAN LUIS Bogota Colombia,4.667975,-74.1045819
ENGATIVÁ,CONJUNTO RESIDENCIAL,CL86#69H-35 CATALUNA Bogota Colombia,4.6894693,-74.0814383
ENGATIVÁ,MULTIFAMILIAR,CL74#88-20  LOS PINOS 2 Bogota Colombia,4.7011744,-74.1048765
ENGATIVÁ,CONJUNTO RESIDENCIAL,DG77B#119A-73 POBLADO SEVILLA Bogota Colombia,4.7227755,-74.1303581
ENGATIVÁ,AGRUPACIÓN RESIDENCIAL,CL71B#89-77 ZARZAMORA CAFAM NUMERO DOS Bogota Colombia,4.6985015,-74.1110571
ENGATIVÁ,CONJUNTO RESIDENCIAL,DG77B#116-70 PORTAL DE GRANADA ETAPA 2 Bogota Colombia,4.721801,-74.1264923
ENGATIVÁ,CONJUNTO RESIDENCIAL,TV75C#82H-55 LA CATALINA Bogota Colombia,4.7248823,-74.10901009999999
ENGATIVÁ,EDIFICIO,CL64#118B-58 CENTRO COMERCIAL MUISCA Bogota Colombia,4.712419,-74.140402
ENGATIVÁ,CONJUNTO MULTIFAMILIAR,CL87#96-51 COMPARTIR BOCHICA LOTE 3 ETAPA II Bogota Colombia,4.7172139,-74.1065126
ENGATIVÁ,CONJUNTO RESIDENCIAL,KR116B#77-67 RINCON DE GRANADA II ETAPA SUPERLOTE 2 Bogota Colombia,4.7244206,-74.0683494
ENGATIVÁ,CONJUNTO RESIDENCIAL,KR103D#86-56  BOLIVIA ORIENTAL II ETAPA MANZANA H  Bogota Colombia,4.6192994,-74.0841463
ENGATIVÁ,MULTIFAMILIAR,CL73#75-43 SANTA MARIA Bogota Colombia,4.6906801,-74.09779000000002
ENGATIVÁ,CONJUNTO RESIDENCIAL,KR81A#71-54 GIRASOLES Bogota Colombia,4.710988599999999,-74.072092
ENGATIVÁ,propiedad,TV93#53-32 PARQUE EMPRESARIAL EL DORADO Bogota Colombia,4.687682700000001,-74.11904210000002
ENGATIVÁ,CONJUNTO RESIDENCIAL,CL75#110A-40 II EL MORTINO  Bogota Colombia,4.712926899999999,-74.1235319
ENGATIVÁ,UNIDAD RESIDENCIAL,KR77#52B-43 LOTE 1 ZONA A URB SANTA CECILIA  Bogota Colombia,4.6763736,-74.1103835
ENGATIVÁ,CIUDADELA,CL77#129-50 PARQUE CENTRAL OCCIDENTE 4 Bogota Colombia,4.724437099999999,-74.1370085
ENGATIVÁ,CONJUNTO RESIDENCIAL,KR90Bis#75-77 FLORENCIA COMFAMILIAR AFIDRO Bogota Colombia,4.7016048,-74.10697499999999
ENGATIVÁ,EDIFICIO,KR71#54-78 NORMANDIA PARK Bogota Colombia,4.671857399999999,-74.1032348
ENGATIVÁ,CONJUNTO RESIDENCIAL,CL62#119-20 MUISCA MANZANA 1 Bogota Colombia,4.5793621,-74.1795164
ENGATIVÁ,CONJUNTO RESIDENCIAL,CL86A#112G-21 LOS ARCES AMARILLOS II Bogota Colombia,4.7257754,-74.1139616
ENGATIVÁ,CONJUNTO RESIDENCIAL,KR120A#77-60 BALCONES DE GRANADA VI Bogota Colombia,4.7218075,-74.132232
ENGATIVÁ,EDIFICIO,CL63B#85H-27 ALICANTE 1 Bogota Colombia,4.710988599999999,-74.072092
ENGATIVÁ,CONJUNTO RESIDENCIAL,CL64#112C-30 AVENIDA DEL MIRADOR II Bogota Colombia,4.7149994,-74.1421455
ENGATIVÁ,CONJUNTO RESIDENCIAL,CL64G#86-57 LA ISABELA II SECTOR Bogota Colombia,4.6877535,-74.1857958
ENGATIVÁ,EDIFICIO MULTIFAMILIAR,KR85I#63C-30 LOS AZAFRANES  MANZANA 56 Bogota Colombia,4.6839451,-74.112122
ENGATIVÁ,EDIFICIO,CL73#73A-34 PORTALES DEL LAGO Bogota Colombia,4.6894593,-74.0958028
ENGATIVÁ,CONJUNTO MULTIFAMILIAR,KR113#83A-61 LOS ALISOS CIUDADELA COLSUBSIDIO Bogota Colombia,4.725434300000001,-74.1152042
ENGATIVÁ,CONJUNTO RESIDENCIAL,CL77B#123A-86 CIPRES DE LA FLORIDA Bogota Colombia,4.723625300000001,-74.1349836
ENGATIVÁ,CONJUNTO RESIDENCIAL,CL65Bis#86-50 EL PINAR DE LOS ALAMOS PROPIEDAD HORIZONTAL  Bogota Colombia,4.688391699999999,-74.11144209999999
ENGATIVÁ,CONJUNTO RESIDENCIAL,DG77B#120A-55 QUINTAS DE LA SABANA ETAPA 5 Bogota Colombia,4.7224564,-74.1335311
ENGATIVÁ,AGRUPACIÓN DE VIVIENDA,KR118#89B-51 LOS ALCAPARROS CIUDADELA COLSUBSIDIO MANZANA 38 AGRUPACION 1 Bogota Colombia,4.733065,-74.1168502
ENGATIVÁ,AGRUPACIÓN,CL70B#111-85 VILLA ALAMOS MANZANA 1 Bogota Colombia,4.7070378,-74.13062289999999
ENGATIVÁ,CONJUNTO RESIDENCIAL,KR120A#78B-21 PARQUES DE SAN JERONIMO Bogota Colombia,4.7248643,-74.1331886
ENGATIVÁ,CONJUNTO RESIDENCIAL,CL71Bis#91-60 TORREMORA II Bogota Colombia,4.6970005,-74.1116239
ENGATIVÁ,EDIFICIO,CL66#70C-16 NAIRA Bogota Colombia,4.678177499999999,-74.0969877
ENGATIVÁ,CONJUNTO RESIDENCIAL,KR85L#63B-41 TORRES DE VILLA LUZ Bogota Colombia,4.683983800000001,-74.1132396
ENGATIVÁ,AGRUPACIÓN DE VIVIENDA,CL83A#118-29 QUINTAS DE SANTA BARBARA VII PRIMERA ETAPA Bogota Colombia,4.7297017,-74.1194921
ENGATIVÁ,AGRUPACIÓN DE VIVIENDA,KR102#69-81 MONTES DE TIERRAGRATA Bogota Colombia,4.7021579,-74.12075399999999
ENGATIVÁ,CONJUNTO RESIDENCIAL,CL86#103C-49 BOLIVIA XVI Bogota Colombia,4.7183644,-74.10983759999999
ENGATIVÁ,UNIDAD RESIDENCIAL,CL64#71D-44 LOS ALMENDROS Bogota Colombia,4.6484005,-74.17463959999999
ENGATIVÁ,AGRUPACIÓN,KR103B#82-92  SUPERMANZANA 5 II ETAPABOCHICA III Bogota Colombia,4.6195851,-74.1448713
ENGATIVÁ,EDIFICIO,KR71D#73A-59 BEATRIZ Bogota Colombia,4.6884084,-74.093338
ENGATIVÁ,CONJUNTO RESIDENCIAL,KR105A#70D-78 LOS FARALLONES Bogota Colombia,4.7060217,-74.1203053
ENGATIVÁ,AGRUPACIÓN,CL83#95D-04 DE COPORPIETARIOS DE LAS ZONAS A Y B DEL CONJUNO RESIDENCIAL BOCHICA I Bogota Colombia,4.7113204,-74.1046345
ENGATIVÁ,CONJUNTO MULTIFAMILIAR,KR113A#72D-04 BOSQUES DE GRANADA Bogota Colombia,4.7203097,-74.12179139999999
ENGATIVÁ,AGRUPACIÓN DE VIVIENDA,KR99#69A-40 MULTIFAMILIARES ANGELA II Bogota Colombia,4.6908311,-74.106085
ENGATIVÁ,EDIFICIO,KR69F#63F-33 CARLOS JULIO BASTO Bogota Colombia,4.671738,-74.0970203
ENGATIVÁ,EDIFICIO,TV85#57-25 ARRAYANES DE NORMANDIA  Bogota Colombia,4.6812265,-74.1119361
ENGATIVÁ,AGRUPACIÓN RESIDENCIAL,CL71A#87-12 ZARZAMORA CAFAM V Bogota Colombia,4.6979983,-74.1123715
ENGATIVÁ,CONJUNTO RESIDENCIAL,CL74A#78B-35 PORTAL DE BURGOS I II III ETAPA Bogota Colombia,4.6949569,-74.0997388
ENGATIVÁ,AGRUPACIÓN DE VIVIENDA,KR102#69-34 COLINAS DE TIERRA GRATA Bogota Colombia,4.7011904,-74.12116999999999
ENGATIVÁ,CONJUNTO RESIDENCIAL,KR112ABis#71C-62 VILLAS DE ALCALA SUPERLOTE 2 Bogota Colombia,4.7122287,-74.1286511
ENGATIVÁ,EDIFICIO,KR72Bis#74-66 SANTA MARIA  Bogota Colombia,4.690417,-74.09365799999999
ENGATIVÁ,CONJUNTO RESIDENCIAL,CL87#103F-50 BOLIVIA III ETAPA MANZANA K PH Bogota Colombia,4.710988599999999,-74.072092
ENGATIVÁ,CONJUNTO,CL70#97-85 TIERRAGRATA 2 AGRUP 2 ET 3 Y 4 PH Bogota Colombia,4.5760219,-74.154737
ENGATIVÁ,CENTRO COMERCIAL,KR86#55A-75 NUESTRO BOGOTA Bogota Colombia,4.6833876,-74.1160065
ENGATIVÁ,EDIFICIO,CL63F#73A-91 MULTIFAMILIAR SERNA Bogota Colombia,4.7123704,-74.0943339
ENGATIVÁ,CONJUNTO MULTIFAMILIAR,AC63#73-13 COLON PROPIEDAD HORIZONTAL Bogota Colombia,4.6758574,-74.1056633
ENGATIVÁ,EDIFICIO,KR71D#49A-29  CARBONELL Bogota Colombia,4.6678871,-74.109235
ENGATIVÁ,CONJUNTO RESIDENCIAL,KR120A#77-20 BALCONES DE GRANADA IV Bogota Colombia,4.6486655,-74.0564728
ENGATIVÁ,EDIFICIO,CL77A#86-45 PORTAL DE LA GRANJA Bogota Colombia,4.701275799999999,-74.101433
ENGATIVÁ,AGRUPACIÓN,CL86A#111A-46  LOS LIMONEROS MANZANA 16 CIUDADELA COLSUBSIDIO Bogota Colombia,4.7233743,-74.11248739999999
ENGATIVÁ,CONJUNTO RESIDENCIAL,CL80A#106A-21 BOLIVIA II Bogota Colombia,4.7155717,-74.11570309999999
ENGATIVÁ,EDIFICIO MULTIFAMILIAR,CL51#73-57  VIURE 51 Bogota Colombia,4.5449885,-74.1143136
ENGATIVÁ,CONJUNTO RESIDENCIAL,CL88#89A-30 SANTA LEONOR  Bogota Colombia,4.7106172,-74.0982578
ENGATIVÁ,EDIFICIO,KR71A#49-40 LUCIANIA Bogota Colombia,4.710988599999999,-74.072092
ENGATIVÁ,EDIFICIO,KR81#77A-45 GRANJA CENTRAL Bogota Colombia,4.6992112,-74.0981436
ENGATIVÁ,EDIFICIO,KR72Bis#73-74 ARZILLA Bogota Colombia,4.6894731,-74.0943102
ENGATIVÁ,CONJUNTO RESIDENCIAL,CL77B#120A-40 OESTE ETAPA 1 Y 2 Bogota Colombia,4.63673,-74.1273686
ENGATIVÁ,CONJUNTO RESIDENCIAL,DG77B#116B-42 GRANADA CLUB RESIDENCIAL ETAPA 1 Bogota Colombia,4.7225791,-74.1282061
ENGATIVÁ,UNIDAD RESIDENCIAL,CL55#77A-43 SANTA CECILIA ZONA G LOTE 15 Bogota Colombia,4.6497221,-74.0569785
ENGATIVÁ,AGRUPACIÓN DE VIVIENDA,KR68B#78-76 METROPOLIS UNIDAD 22 Bogota Colombia,4.6831304,-74.081589
ENGATIVÁ,CONJUNTO RESIDENCIAL,CL80#110-34 BOLIVIA OCCIDENTAL LOTE 1 Bogota Colombia,4.7180458,-74.1166901
ENGATIVÁ,CONJUNTO RESIDENCIAL,DG77B#120A-45 ALTOS DE LA SABANA Bogota Colombia,4.722597599999999,-74.1330313
ENGATIVÁ,EDIFICIO,CL66Bis#68B-86 TORRES LA MARGARITA Bogota Colombia,4.710988599999999,-74.072092
ENGATIVÁ,AGRUPACIÓN DE VIVIENDA,KR68B#76A-83 METROPOLIS UNIDAD 33 Bogota Colombia,4.682489299999999,-74.0826888
ENGATIVÁ,EDIFICIO,KR85#87-65 LA CONCORDIA  Bogota Colombia,4.6318211,-74.165425
ENGATIVÁ,AGRUPACIÓN DE VIVIENDA,CL56#85I-06 TORRES DEL DIAMANTE Bogota Colombia,4.6818583,-74.1135484
ENGATIVÁ,URBANIZACIÓN,CL55#77-21 SANTA CECILIA UNIDAD RESIDENCIAL ZONA H LOTE 17 Bogota Colombia,4.7338954,-74.0138541
ENGATIVÁ,EDIFICIO,KR93A#75-25 SANTORINI  Bogota Colombia,4.7004265,-74.1115165
ENGATIVÁ,EDIFICIO,KR71A#54-54 NORMANDIA 1 Bogota Colombia,4.670975600000001,-74.1024384
ENGATIVÁ,CONJUNTO RESIDENCIAL,CL80A#109-13 BOLIVIA I Bogota Colombia,4.7158038,-74.1158514
ENGATIVÁ,CONJUNTO RESIDENCIAL,KR83A#75-50  QUINTAS DE LA 80 Bogota Colombia,4.697938,-74.101175
ENGATIVÁ,CONJUNTO RESIDENCIAL,CL77B#129-11  CIUDADELA PARQUE CENTRAL DE OCCIDENTE SEGUNDA ETAPA  Bogota Colombia,4.724437099999999,-74.1370085
ENGATIVÁ,AGRUPACIÓN DE VIVIENDA,KR85I#63B-32 MULTIFAMILIAR AZ-13-55 LOS AZAFRANES Bogota Colombia,4.6839451,-74.112122
ENGATIVÁ,EDIFICIO,KR102#83-96  BOCHICA MULTICENTRO IV MANZANA 18 B Bogota Colombia,4.6057165,-74.10711169999999
ENGATIVÁ,CONJUNTO RESIDENCIAL,CL63B#71C-45 PIJAO CENTRAL Bogota Colombia,4.6745629,-74.10326359999999
ENGATIVÁ,CONJUNTO RESIDENCIAL,TV72ABis#53-54  ASTURIAS ETAPA I Bogota Colombia,4.710988599999999,-74.072092
ENGATIVÁ,EDIFICIO,KR72A#64J-06 MIRADOR DEL PARQUE 64 Bogota Colombia,4.6799566,-74.1014529
ENGATIVÁ,EDIFICIO,CL78B#120A-56 RONDA DEL RIO CENTRO COMERCIAL Bogota Colombia,4.7250437,-74.1338397
ENGATIVÁ,AGRUPACIÓN DE VIVIENDA,KR68B#76A-41 METROPOLIS UNIDAD 32 Bogota Colombia,4.6822553,-74.0829517
ENGATIVÁ,MULTIFAMILIAR,DG89B#115A-03 LA PALMACERA Bogota Colombia,4.7292574,-74.1146433
ENGATIVÁ,CONJUNTO RESIDENCIAL,CL72F#113-21 MIRADOR DE LOS CEREZOS IV Bogota Colombia,4.7153071,-74.1289738
ENGATIVÁ,AGRUPACIÓN DE VIVIENDA,KR102#70-50 PRADERA DE TIERRAGRATA SUPERLOTE 2 SUPERMANZANA C Bogota Colombia,4.7027106,-74.1198974
ENGATIVÁ,CONJUNTO RESIDENCIAL,DG77B#116-51 ANDALUCIA Bogota Colombia,4.7209338,-74.1260361
ENGATIVÁ,CONJUNTO,KR69#47-50 ENTREVERDE Bogota Colombia,4.6606938,-74.10318869999999
ENGATIVÁ,AGRUPACIÓN,CL80A#112-35 2 B LOS SIETE CUEROS Bogota Colombia,4.6359473,-74.1553227
ENGATIVÁ,AGRUPACIÓN DE VIVIENDA,KR102#70-76 ALAMEDA DE TIERRAGRATA SUPERLOTE 3  Bogota Colombia,4.7029207,-74.1197653
ENGATIVÁ,EDIFICIO,CL71Bis#78-10 SANTA HELENITA Bogota Colombia,4.6905096,-74.1017229
ENGATIVÁ,CONJUNTO MULTIFAMILIAR,DG84A#76-74 LA PLAZOLETA Bogota Colombia,4.7059901,-74.0949916
ENGATIVÁ,EDIFICIO,KR89A#77-12 PORTO MADERO Bogota Colombia,4.703361,-74.1042161
ENGATIVÁ,CONJUNTO RESIDENCIAL,CL74A#116-60 ALTOS DE LOS CEREZOS  Bogota Colombia,4.7194325,-74.1292854
ENGATIVÁ,CONJUNTO RESIDENCIAL,CL80A#104-49 BOLIVIA III Bogota Colombia,4.7158038,-74.1158514
ENGATIVÁ,CONJUNTO,KR99A#71A-37 PEDREGAL RESERVADO TORRE 4 Bogota Colombia,4.7015461,-74.11715780000002
ENGATIVÁ,MULTIFAMILIAR,KR118Bis#89A-26 LOS CEREZOS CIUDADELA COLSUBSIDO MANZANA 37  Bogota Colombia,4.729815,-74.1207088
ENGATIVÁ,propiedad,AK72#72-15 PROYECTO RESIDENCIAL ALLEGRO RESERVADO Bogota Colombia,4.688235199999999,-74.0948631
ENGATIVÁ,EDIFICIO,KR72Bis#81-05 VILLA CAROLINA I Bogota Colombia,4.6961625,-74.08853359999999
ENGATIVÁ,EDIFICIO,KR72Bis#81-05 VILLA CAROLINA II Bogota Colombia,4.6961625,-74.08853359999999
ENGATIVÁ,CONJUNTO MULTIFAMILIAR,CL72#88-44  ALTOS DE ZARZAMORA Bogota Colombia,4.6972536,-74.1074677
ENGATIVÁ,CONJUNTO RESIDENCIAL,CL81#114-50 PARQUES DE ALEJANDRIA Bogota Colombia,4.7237144,-74.1197143
ENGATIVÁ,EDIFICIO,CL26#73A-36 NORMANDIÂ­A 13 Bogota Colombia,4.6640072,-74.1103916
ENGATIVÁ,EDIFICIO,CL75#72-91 CASTEL DEL LAGO I Bogota Colombia,4.6913824,-74.0937019
ENGATIVÁ,AGRUPACIÓN DE VIVIENDA,KR111C#80-20  LOS MIRTOS Bogota Colombia,4.7185203,-74.1182103
ENGATIVÁ,CONJUNTO RESIDENCIAL,CL81A#106-38  BOLIVIA VI Bogota Colombia,4.716641399999999,-74.1138725
ENGATIVÁ,CONJUNTO MULTIFAMILIAR, Calle 64D No 113B - 49 MURANO Bogota Colombia,4.7088997,-74.1378205
ENGATIVÁ,CONJUNTO RESIDENCIAL,KR87#73-62 CALLE 74 Bogota Colombia,4.6984199,-74.105448
ENGATIVÁ,UNIDAD RESIDENCIAL,CL64C#113C-70  GRANJA REAL CONJUNTO MULTIFAMILIAR Bogota Colombia,4.595877,-74.151061
ENGATIVÁ,EDIFICIO,KR74A#56A-21 PIA CAROLINA  Bogota Colombia,4.676449799999999,-74.1074204
ENGATIVÁ,EDIFICIO,KR105A#70D-50 PLAZA DEL PIREO Bogota Colombia,4.7054019,-74.1205655
ENGATIVÁ,URBANIZACIÓN,DG86A#103D-22ETIIIMZJ BOLIVIA III ETAPA MANZANA J Bogota Colombia,4.7198821,-74.1094573
ENGATIVÁ,EDIFICIO,KR78A#76-67 GRANJA RESRVADO Bogota Colombia,4.6889847,-74.1036897
ENGATIVÁ,CONJUNTO RESIDENCIAL,CL99A#70-97 EL PEDREGAL IV  Bogota Colombia,4.697317099999999,-74.0780869
ENGATIVÁ,EDIFICIO,CL78#80A-20 TORRES DEL PARQUE Bogota Colombia,4.6133128,-74.0673188
ENGATIVÁ,CONJUNTO MULTIFAMILIAR,DG86A#102-50 COMPARTIR BOCHICA LOTE 6 Bogota Colombia,4.7167088,-74.107423
ENGATIVÁ,CONJUNTO RESIDENCIAL,CL86#69H-40 ANKKARA Bogota Colombia,4.689409899999999,-74.0812187
ENGATIVÁ,CONJUNTO,KR70#52-45 SAN NICOLAS Bogota Colombia,4.705219,-74.0718213
ENGATIVÁ,CONJUNTO RESIDENCIAL,KR116B#74A-90 MONTECARLO III Bogota Colombia,4.7197567,-74.1281709
ENGATIVÁ,EDIFICIO MULTIFAMILIAR,CL75#110A-14 4 EL MORTIÃÂ±O Bogota Colombia,,
ENGATIVÁ,CONJUNTO RESIDENCIAL,CL66#113-31 ENGATIVA DORADO Bogota Colombia,4.6703658,-74.1137498
ENGATIVÁ,CONJUNTO RESIDENCIAL,KR119#65A-39 MUISCA MANZANA 1 Bogota Colombia,4.5793621,-74.1795164
ENGATIVÁ,AGRUPACIÓN DE VIVIENDA,KR91A#73A-80 DIAMANTE DE ZARZAMORA ETAPA I Y II Bogota Colombia,4.7009767,-74.1088329
ENGATIVÁ,CONJUNTO RESIDENCIAL,DG82C#75A-21 BETANIA  Bogota Colombia,4.7024248,-74.0921576
ENGATIVÁ,CONJUNTO RESIDENCIAL,CL74A#56A-39 BOSQUE DE NORMANDIA  ETAPAS I  III  III Y IV Bogota Colombia,4.6766683,-74.1072937
ENGATIVÁ,CONJUNTO RESIDENCIAL,CL77#116B-15  SABANA DE LOS CEREZOS  Bogota Colombia,4.7196051,-74.12853659999999
ENGATIVÁ,CONJUNTO RESIDENCIAL,CL83#102-30 BOCHICA IV ETAPA MANZANA 17 Bogota Colombia,4.7172803,-74.1087615
ENGATIVÁ,CENTRO,AC80#89A-40 PRIMAVERA PLAZA COMERCIAL Bogota Colombia,4.7049309,-74.1035213
ENGATIVÁ,CONJUNTO RESIDENCIAL,CL72A#87-75 EDEN LUZ Bogota Colombia,4.6972296,-74.1069023
ENGATIVÁ,CONJUNTO RESIDENCIAL,CL66#72A-92 TARROGONA REAL  Bogota Colombia,4.6816198,-74.10103269999999
ENGATIVÁ,EDIFICIO,AC26#69-76 ELEMENTO Bogota Colombia,4.6593489,-74.106088
ENGATIVÁ,CONJUNTO,DG77B#119A-73 POBLADO OVIEDO Bogota Colombia,4.722504400000001,-74.13172159999999
ENGATIVÁ,CONJUNTO RESIDENCIAL,CL62#119-20 MUISCA MANZANA II SEVILLA PARQUE  RESIDENCIAL AGRUPACION C Bogota Colombia,4.748899499999999,-74.08500719999999
ENGATIVÁ,EDIFICIO,CL26#73-14 TAURUS V  Bogota Colombia,4.6640072,-74.1103916
ENGATIVÁ,UNIDAD RESIDENCIAL,CL55#77B-24 SANTA CECILIA MANZANA G LOTE 12 Bogota Colombia,4.6411324,-74.0624409
ENGATIVÁ,EDIFICIO,CL54Bis#71C-41 HEGOR PH Bogota Colombia,4.710988599999999,-74.072092
ENGATIVÁ,EDIFICIO,KR71C#52-75 NORMANDIA 10 Bogota Colombia,4.6716587,-74.10522
ENGATIVÁ,AGRUPACIÓN,CL86#102-61 MANZANA 17 LOTE B URBANIZACION BOCHICA MULTICENTRO III ETAPA BOCHICA IV Bogota Colombia,4.7172803,-74.1087615
ENGATIVÁ,CONJUNTO RESIDENCIAL,KR86#86-50 LOS NOGALES Bogota Colombia,4.682816799999999,-74.0571612
ENGATIVÁ,CONJUNTO RESIDENCIAL,DG77B#119A-73 POBLADO SALAMANCA Bogota Colombia,4.7227755,-74.1303581
ENGATIVÁ,CONJUNTO RESIDENCIAL,CL82#103C-35 BOLIVIA IX Bogota Colombia,4.7163672,-74.1129445
ENGATIVÁ,CONJUNTO RESIDENCIAL,AK72#53-61 ASTURIAS TERCERA ETAPA Bogota Colombia,4.6127502,-74.14234669999999
ENGATIVÁ,EDIFICIO MULTIFAMILIAR,CL69A#80-35 SANTA HELENITA Bogota Colombia,4.6887072,-74.1033419
ENGATIVÁ,CONJUNTO,DG77B#116B-42 GRANADA CLUB RESIDENCIAL ETAPA V Bogota Colombia,4.7225791,-74.1282061
ENGATIVÁ,EDIFICIO DE VIVIENDA,KR70D#54-58 MULTIFAMILIAR TANGERINE Bogota Colombia,4.6674942,-74.1097648
ENGATIVÁ,CONJUNTO RESIDENCIAL,KR99#69-12 MULTIFAMILIARES ANGELA AGRUPACION 1 Bogota Colombia,4.6101138,-74.2101759
ENGATIVÁ,EDIFICIO,KR99A#71A-45 PEDREGAL RESERVADO TORRE 3 (SECTOR 5 ETAPA V SUBETAPA 4) Bogota Colombia,4.7015461,-74.11715780000002
ENGATIVÁ,EDIFICIO,KR88#72A-29 APARTAMENTOS LOS PINOS RESERVADO Bogota Colombia,4.6978601,-74.10687209999999
ENGATIVÁ,EDIFICIO,CL71#72-97 CIPRES REAL I Bogota Colombia,4.6862978,-74.09699
ENGATIVÁ,EDIFICIO,CL66#76-59 SANTORINI Bogota Colombia,4.6690925,-74.05307789999999
ENGATIVÁ,AGRUPACIÓN,DG47#77B-09 INDUSTRIAL SAN CAYETANO ETAPA I Bogota Colombia,4.675365999999999,-74.1132236
ENGATIVÁ,EDIFICIO,KR94#73B-10 MARIA JOSE Bogota Colombia,4.7023173,-74.1106873
ENGATIVÁ,CONJUNTO RESIDENCIAL,DG82C#75A-56 DIVINO PH Bogota Colombia,4.702496,-74.0911139
ENGATIVÁ,EDIFICIO,CL73A#73A-93 PARQUES DEL LAGO Bogota Colombia,4.710988599999999,-74.072092
ENGATIVÁ,CONJUNTO RESIDENCIAL,KR112F#72C-21 MIRADOR DE LOS CEREZOS I ETAPA - PROPIEDAD HORIZONTAL Bogota Colombia,4.7153071,-74.1289738
ENGATIVÁ,EDIFICIO MULTIFAMILIAR,KR90B#70A-43 FLORIDA SAR Bogota Colombia,4.696461999999999,-74.11085899999999
ENGATIVÁ,EDIFICIO,CL52#72-34 CAMILA ANDREA Bogota Colombia,4.6707806,-74.1084036
ENGATIVÁ,AGRUPACIÓN DE VIVIENDA,CL71B#100A-27 PEDREGAL 1 ETAPA  Bogota Colombia,4.7026483,-74.11757209999999
ENGATIVÁ,EDIFICIO,CL69A#98-25 TIERRA GRATA 2 TORRE 7 MANZANA 38 Bogota Colombia,4.697768,-74.1168008
ENGATIVÁ,CONJUNTO RESIDENCIAL,TV119A#77-97 RONDA DE GRANADA Bogota Colombia,4.7214026,-74.1295071
ENGATIVÁ,CONJUNTO,KR71B#71A-61 DE USO RESIDENCIAL ACAPULCO IV ETAPA Bogota Colombia,4.6854849,-74.0947518
ENGATIVÁ,EDIFICIO,KR70C#54-95 RINCON DE NORMANDIA II Bogota Colombia,4.6683601,-74.1048947
ENGATIVÁ,EDIFICIO,KR92#82A-33 IZABAL TORRE RESIDENCIAL Bogota Colombia,4.710988599999999,-74.072092
ENGATIVÁ,UNIDAD RESIDENCIAL,KR77#52B-34 ANILLO 2 ZONA A LOTE 2 URBANIZACION SANTA CECILIA Bogota Colombia,4.6761193,-74.1103902
ENGATIVÁ,CONJUNTO RESIDENCIAL,CL72F#113-21 MIRADOR DE LOS CEREZOS ETAPA III Bogota Colombia,4.7153071,-74.1289738
ENGATIVÁ,propiedad,KR119#65A-40 SEVILLA PARQUE RESIDENCIAL AGRUPACION A Bogota Colombia,4.710988599999999,-74.072092
ENGATIVÁ,AGRUPACIÓN DE VIVIENDA,CL83A#114-90  QUINTAS DE SANTA BARBARA III ETAPA Bogota Colombia,4.729849499999999,-74.1195571
ENGATIVÁ,AGRUPACIÓN DE VIVIENDA,KR102#69-22 RIVERAS DE TIERRAGRATA Bogota Colombia,4.701099699999999,-74.12130859999999
ENGATIVÁ,AGRUPACIÓN DE VIVIENDA,CL70ABisA#117A-16 SENDEROS DE ENGATIVA I Bogota Colombia,4.7158123,-74.13572030000002
